,cytoID,Hematoxylin_Mean_nuclei,Hematoxylin_Std_dev_nuclei,Hematoxylin_Min_nuclei,Hematoxylin_Max_nuclei,Hematoxylin_Median_nuclei,Eosin_Mean_nuclei,Eosin_Std_dev_nuclei,Eosin_Min_nuclei,Eosin_Max_nuclei,Hue_Mean_nuclei,Saturation_Mean_nuclei,Saturation_Std_dev_nuclei,Saturation_Min_nuclei,Saturation_Max_nuclei,Saturation_Median_nuclei,Eosin_Median_nuclei,Area_µm^2_nuclei,Length_µm_cyto,Circularity_cyto,Solidity_cyto,Max_diameter_µm_cyto,Min_diameter_µm_cyto,Perimeter_µm_cyto,Hematoxylin_Mean_cytoonly,Hematoxylin_Std_dev_cytoonly,Hematoxylin_Min_cytoonly,Hematoxylin_Max_cytoonly,Hematoxylin_Median_cytoonly,Eosin_Mean_cytoonly,Eosin_Std_dev_cytoonly,Eosin_Min_cytoonly,Eosin_Max_cytoonly,Hue_Mean_cytoonly,Saturation_Mean_cytoonly,Saturation_Std_dev_cytoonly,Saturation_Min_cytoonly,Saturation_Max_cytoonly,Saturation_Median_cytoonly,Eosin_Median_cytoonly,Area_µm^2_cytoonly
26,2259,0.2828,0.0518,0.048,0.4683,0.2825,0.1196,0.03,-0.0105,0.249,0.2586,0.4661,0.0585,0.065,0.631,0.4675,0.1185,32.9088,82.9619,0.5479,0.9671,21.6118,18.6812,82.96,0.1392,0.1028,-0.0277,0.8692,0.1225,0.0624,0.0744,-0.0985,0.7089,0.2591,0.2224,0.1596,0.0,0.928,0.1835,0.0365,267.1747
27,1205,0.3145,0.1084,0.0081,1.235,0.3005,0.1125,0.094,-0.062,1.4389,0.2474,0.4669,0.1156,0.1019,1.0,0.4735,0.1125,88.0863,85.9756,0.5073,0.9529,25.253,17.3366,85.97,0.114,0.0656,-0.0053,0.5126,0.1085,0.0401,0.0635,-0.062,0.2361,0.2416,0.1611,0.1137,0.0,0.6364,0.1285,0.0135,210.2919
28,2964,0.2818,0.0712,0.0596,0.6577,0.2785,0.1054,0.0399,-0.0161,0.3878,0.2545,0.4471,0.0794,0.0579,0.8077,0.4465,0.1045,97.6465,107.606,0.3236,0.8234,26.8904,18.974,107.61,0.0754,0.0557,-0.0081,0.415,0.0675,0.0546,0.0573,-0.0346,0.2054,0.2739,0.1196,0.1088,0.0,0.5928,0.0715,0.0255,200.5068
29,1850,0.363,0.1023,0.0518,0.7863,0.3545,0.0314,0.0974,-0.1739,0.3726,0.21,0.4334,0.1286,0.0531,0.8084,0.4335,0.0505,152.3389,91.177,0.4485,0.9061,25.1134,17.1502,91.18,0.0864,0.0701,-0.0052,0.4754,0.0515,0.1146,0.0979,-0.1027,0.2605,0.3438,0.2126,0.0564,0.0,0.5714,0.2225,0.1495,144.4543
30,1190,0.3141,0.085,0.0703,0.6707,0.3145,0.0868,0.0646,-0.1041,0.445,0.2391,0.4464,0.1132,0.0913,0.8272,0.4605,0.0925,119.5037,91.999,0.44,0.899,23.689,18.9714,92.0,0.1208,0.0535,0.0097,0.4763,0.1185,0.0121,0.0613,-0.0946,0.2577,0.2017,0.134,0.0748,0.0,0.6575,0.1285,0.0,176.8319
31,1684,0.5096,0.1188,0.22,0.9258,0.5005,0.1311,0.0378,0.0246,0.4442,0.2362,0.604,0.0716,0.3673,0.8844,0.6025,0.1275,73.483,78.5811,0.6003,0.9836,20.5746,19.0171,78.58,0.2933,0.0924,-0.0013,1.0145,0.2885,0.1258,0.0677,-0.0272,1.4809,0.2595,0.472,0.0896,0.0588,1.0,0.4785,0.1205,221.5021
32,2641,0.3263,0.1086,0.0203,0.993,0.3285,0.0915,0.0722,-0.0902,1.3957,0.2364,0.4495,0.1409,0.0122,0.9921,0.4765,0.0995,129.4246,81.8672,0.5482,0.9637,23.7256,15.4133,81.87,0.131,0.0648,0.0097,0.4637,0.1235,-0.0025,0.0501,-0.1145,0.2457,0.1922,0.1311,0.0771,0.0,0.5446,0.1315,0.0,162.9796
33,2591,0.3359,0.092,0.034,0.9429,0.3345,0.1249,0.0819,-0.0353,1.4902,0.2504,0.4946,0.1025,0.0412,1.0,0.4975,0.1165,86.9096,80.7715,0.5618,0.9667,20.9727,18.5305,80.77,0.0717,0.0397,-0.0159,0.501,0.0705,0.042,0.0617,-0.0561,0.2299,0.2543,0.0952,0.0782,0.0,0.5862,0.0695,0.0195,204.742
34,1305,0.2698,0.068,0.0454,0.4837,0.2715,0.1027,0.0401,-0.0243,0.2611,0.2553,0.4374,0.0823,0.0579,0.6474,0.4415,0.1025,114.9377,91.4512,0.4377,0.8952,24.6404,17.6827,91.45,0.0702,0.0362,-0.0137,0.3774,0.0715,0.0435,0.0566,-0.0497,0.2156,0.2586,0.0977,0.0751,0.0,0.5534,0.0695,0.0215,176.3559
35,1582,0.3561,0.0952,0.1119,0.7362,0.3515,0.1029,0.0786,-0.0971,0.4019,0.238,0.4838,0.1227,0.0936,0.8077,0.4975,0.1105,120.6238,79.1294,0.5831,0.9723,20.934,18.9572,79.13,0.1574,0.0651,0.019,0.5504,0.1495,0.0063,0.0554,-0.1003,0.2436,0.2146,0.1894,0.0797,0.0085,0.6667,0.1855,0.0,169.903
36,2767,0.3361,0.0823,0.0889,0.709,0.3405,0.068,0.0629,-0.1011,0.3785,0.2288,0.4408,0.1103,0.0517,0.7843,0.4595,0.0765,126.063,86.5225,0.484,0.923,22.8412,18.5976,86.52,0.1148,0.0553,0.0234,0.434,0.0965,0.0402,0.0837,-0.1099,0.3167,0.2395,0.1439,0.0779,0.0,0.5852,0.1515,0.0165,162.2748
37,1332,0.3038,0.0771,0.0503,0.5704,0.3035,0.0999,0.0563,-0.0745,0.3415,0.2473,0.4543,0.0987,0.0214,0.7226,0.4625,0.1005,119.3285,81.0483,0.5461,0.9579,23.3944,16.3214,81.05,0.1039,0.0389,0.0117,0.4353,0.1005,0.0012,0.0208,-0.0699,0.2377,0.1872,0.0889,0.0519,0.0,0.5968,0.0805,0.0045,166.1859
38,1341,0.3386,0.0923,0.0477,0.7837,0.3355,0.0822,0.0758,-0.1069,0.5455,0.2337,0.4551,0.1196,0.0607,0.8643,0.4675,0.0885,123.6118,102.1293,0.342,0.8333,27.527,17.1128,102.13,0.1341,0.0679,0.0145,0.4836,0.1345,0.0131,0.0762,-0.1326,0.2175,0.2115,0.1538,0.0729,0.0,0.5756,0.1685,0.0,160.2221
39,1888,0.2755,0.0686,0.0534,0.6228,0.2815,0.065,0.0644,-0.093,0.3902,0.2298,0.3944,0.1227,0.0333,0.8098,0.4315,0.0815,103.0666,83.2363,0.5138,0.9673,22.2585,17.7617,83.24,0.1456,0.0708,0.0136,0.5075,0.1375,0.0042,0.0435,-0.0855,0.207,0.1889,0.1584,0.124,0.0,0.5926,0.1305,0.0,180.187
40,2121,0.4785,0.1198,0.1712,0.8727,0.4735,0.1385,0.0807,-0.1239,0.5779,0.2363,0.5828,0.1136,0.2063,0.9103,0.5915,0.1375,109.6755,82.688,0.5141,0.9542,22.689,17.0842,82.69,0.126,0.0624,-0.0466,0.6814,0.1235,0.039,0.0832,-0.1165,0.7931,0.2401,0.177,0.0787,0.0084,0.8523,0.1655,0.0085,170.0183
41,1561,0.331,0.0858,0.0407,0.8006,0.3305,0.1041,0.0736,-0.0984,1.5176,0.2433,0.474,0.1087,0.0207,1.0,0.4815,0.1035,97.5338,77.7615,0.5809,0.9604,21.4354,16.5355,77.76,0.113,0.0518,0.0081,0.4581,0.1085,0.0014,0.0265,-0.0958,0.2561,0.1868,0.1016,0.0771,0.0,0.6313,0.0925,0.0025,181.9896
42,2078,0.3569,0.106,0.0919,0.8806,0.3465,0.1416,0.0845,-0.0887,1.5021,0.2507,0.519,0.1174,0.1608,1.0,0.5155,0.1335,105.7755,74.4749,0.627,0.9808,20.6576,17.9081,74.48,0.1403,0.0429,0.0282,0.7225,0.1405,-0.0036,0.0338,-0.1084,0.5675,0.2,0.1583,0.0547,0.0086,0.8615,0.1565,0.0,170.974
43,2314,0.3542,0.0933,0.0953,0.7822,0.3525,0.1181,0.0627,-0.1054,0.5178,0.2458,0.5,0.1035,0.1382,0.8803,0.5045,0.1185,100.0804,76.9395,0.5835,0.9735,21.5314,17.9868,76.94,0.1242,0.0424,0.0269,0.4051,0.1225,-0.0067,0.0237,-0.091,0.1221,0.1854,0.1129,0.0523,0.0,0.5231,0.1125,0.0,174.7874
44,2697,0.3239,0.1375,0.0097,1.2722,0.3175,0.0966,0.1234,-0.0941,1.4384,0.2348,0.441,0.1644,0.0,1.0,0.4625,0.0935,133.0594,80.2256,0.535,0.9458,24.6923,15.1439,80.23,0.1512,0.0596,-0.0011,0.6018,0.1525,-0.0188,0.0306,-0.1368,0.2668,0.1783,0.1503,0.0713,0.0,0.6923,0.1555,0.0,140.9534
45,2647,0.3947,0.1355,0.0147,1.0642,0.3955,0.1721,0.1295,-0.0504,1.5265,0.2509,0.5524,0.1456,0.0081,1.0,0.5615,0.1555,77.8876,78.8552,0.5525,0.9654,20.8751,17.9631,78.86,0.0596,0.0311,0.0028,0.6668,0.0555,0.0281,0.0195,-0.0284,1.2168,0.2663,0.0458,0.0545,0.0,0.9793,0.0305,0.0265,195.4885
46,1692,0.3058,0.0789,0.0651,0.9344,0.3035,0.1051,0.0644,-0.1077,1.1953,0.2463,0.4578,0.1044,0.0426,0.984,0.4685,0.1075,103.5643,99.1172,0.3484,0.8185,27.6007,15.4091,99.12,0.1023,0.0872,-0.0033,1.1645,0.0605,0.0801,0.0868,-0.1104,1.502,0.3015,0.1895,0.0988,0.0,1.0,0.1925,0.1025,168.9602
47,1286,0.3368,0.0751,0.0698,0.752,0.3345,0.1216,0.0518,-0.0477,0.5622,0.2506,0.4967,0.0827,0.0861,0.8591,0.4975,0.1175,92.5228,86.249,0.4547,0.9255,22.6804,17.2568,86.25,0.089,0.0328,0.0164,0.6878,0.0865,0.0229,0.0426,-0.0648,0.4874,0.2125,0.0874,0.0607,0.0,0.8195,0.0715,0.0135,176.6173
48,1146,0.304,0.095,0.042,1.121,0.2945,0.0866,0.0844,-0.1252,1.4155,0.241,0.4347,0.11,0.0496,1.0,0.4405,0.0895,130.2906,100.4883,0.3315,0.8569,25.7954,16.1211,100.49,0.0876,0.0622,-0.0196,0.582,0.0675,0.036,0.0746,-0.1037,0.3342,0.2381,0.1086,0.0845,0.0,0.7,0.0905,0.0175,136.3993
49,2527,0.3274,0.0871,0.059,0.8073,0.3225,0.1082,0.0756,-0.0662,1.527,0.2459,0.4743,0.105,0.0335,1.0,0.4735,0.1015,98.1727,75.0225,0.5921,0.975,19.6819,18.1154,75.02,0.0972,0.0376,0.0184,0.5029,0.0985,0.011,0.0332,-0.0709,0.2717,0.2035,0.091,0.0541,0.0,0.6746,0.0885,0.0085,167.0133
50,2299,0.2934,0.0714,0.0795,0.7358,0.2895,0.1012,0.0472,-0.0317,0.6188,0.2511,0.4533,0.0794,0.0935,0.9041,0.4525,0.0995,104.1976,89.8091,0.4114,0.9499,20.8741,17.4344,89.81,0.114,0.0553,0.0002,0.4942,0.1055,0.0087,0.0337,-0.0796,0.2158,0.1862,0.1121,0.1032,0.0,0.6649,0.0875,0.0045,159.8633
51,1402,0.356,0.1089,0.0457,0.8523,0.3545,0.0877,0.0726,-0.1116,0.6593,0.233,0.467,0.1345,0.0342,0.927,0.4825,0.0925,110.7017,78.8567,0.5289,0.9489,21.2433,18.4824,78.86,0.1547,0.0683,0.0213,0.5222,0.1545,-0.0083,0.0385,-0.1011,0.2133,0.1907,0.1622,0.0987,0.0,0.663,0.1635,0.0,151.4009
52,2694,0.3451,0.1076,0.0369,0.7455,0.3455,0.1682,0.0651,-0.016,0.6408,0.26,0.5382,0.1102,0.1098,0.8889,0.5525,0.1705,67.8818,82.416,0.4823,0.9107,21.4274,18.3769,82.42,0.0789,0.0479,0.0062,0.6257,0.0615,0.0317,0.0351,-0.0631,0.6154,0.2708,0.1042,0.0707,0.0,0.8667,0.0895,0.0305,192.8244
53,2828,0.3227,0.0915,0.0308,0.6893,0.3215,0.0984,0.0668,-0.1046,0.5149,0.2417,0.4596,0.1204,0.0084,0.8472,0.4715,0.1015,112.9299,81.3203,0.4944,0.9347,22.0666,16.9835,81.32,0.1105,0.0438,0.0144,0.4845,0.1055,0.0004,0.0221,-0.0733,0.1797,0.1923,0.0996,0.0578,0.0,0.5795,0.0935,0.0035,147.2348
54,2194,0.2902,0.0849,-0.0025,1.0538,0.2865,0.0925,0.0687,-0.0875,1.4292,0.2441,0.4347,0.1154,0.0121,0.9912,0.4425,0.0945,121.0842,78.3081,0.5305,0.9626,21.1084,16.5936,78.31,0.1322,0.059,-0.0044,0.7717,0.1245,0.0001,0.0399,-0.1062,0.8225,0.1833,0.1328,0.0965,0.0082,0.936,0.1125,0.0,137.7864
55,1260,0.3494,0.1266,0.0285,0.841,0.3475,0.1479,0.095,-0.0242,1.5204,0.2539,0.5135,0.1359,0.0204,1.0,0.5235,0.1405,83.6131,81.3213,0.4911,0.9283,22.1033,16.5861,81.32,0.0568,0.0333,0.0084,0.8689,0.0515,0.0479,0.037,-0.015,1.4588,0.3103,0.0789,0.0664,0.0,1.0,0.0645,0.0415,174.8436
56,1498,0.3044,0.0709,0.0548,0.7397,0.2995,0.1398,0.0586,-0.0037,0.7003,0.2596,0.4943,0.0822,0.0576,0.9225,0.4895,0.1315,82.7719,82.9609,0.4707,0.9216,23.1089,17.3971,82.96,0.0557,0.0358,-0.0052,0.4337,0.0495,0.0549,0.048,-0.0563,0.3025,0.3144,0.0928,0.0801,0.0,0.6851,0.0605,0.0395,175.0484
57,1165,0.3404,0.0864,0.0262,0.7385,0.3405,0.1052,0.0639,-0.0807,0.6874,0.2434,0.4797,0.1052,0.0471,0.9104,0.4885,0.1045,102.8813,85.9749,0.4348,0.8902,23.2488,16.6629,85.97,0.1052,0.0433,-0.0035,0.3653,0.1035,0.0031,0.0272,-0.0808,0.209,0.193,0.0917,0.0536,0.0,0.5459,0.0895,0.0055,153.2629
58,3029,0.2988,0.0819,0.0156,0.562,0.2975,0.0947,0.0575,-0.0856,0.3658,0.2454,0.4427,0.1121,0.0084,0.7798,0.4545,0.0975,98.961,79.1294,0.5132,0.9539,20.4886,17.0556,79.13,0.1599,0.0722,0.0143,0.5221,0.1445,0.0162,0.0518,-0.0773,0.2213,0.1995,0.1943,0.1403,0.0,0.6441,0.1385,0.0,156.9287
59,3063,0.3055,0.0841,0.0526,0.9701,0.3055,0.1091,0.0698,-0.0879,0.7117,0.2463,0.4593,0.1199,0.0331,0.9457,0.4785,0.1175,112.6706,81.0469,0.488,0.9209,21.359,16.3197,81.05,0.1101,0.0459,0.0095,0.3563,0.1065,0.0007,0.0249,-0.0876,0.1854,0.2004,0.104,0.0585,0.0,0.4726,0.0985,0.0045,142.4321
60,3127,0.3979,0.0937,0.1057,0.8185,0.3915,0.0452,0.0907,-0.1692,0.4134,0.214,0.4669,0.1186,0.0917,0.8493,0.4835,0.0665,131.2961,89.5342,0.3992,0.9095,26.7509,13.471,89.53,0.1268,0.0611,0.0344,0.5886,0.1015,0.0475,0.0892,-0.1265,0.4134,0.2485,0.1622,0.0727,0.0085,0.7988,0.1775,0.0205,123.356
61,2844,0.3092,0.0777,0.073,0.6101,0.3075,0.0861,0.052,-0.0851,0.2338,0.241,0.4447,0.0994,0.0656,0.7093,0.4545,0.0905,124.3949,83.7845,0.4549,0.9228,22.4537,17.098,83.78,0.1253,0.0466,0.0178,0.4568,0.1275,-0.0018,0.0368,-0.0809,0.1868,0.1846,0.1226,0.0644,0.0,0.6108,0.1195,0.0,130.2203
62,2531,0.2898,0.0821,0.0139,0.8851,0.2945,0.1038,0.061,-0.0809,1.4424,0.2491,0.4455,0.1127,0.012,1.0,0.4625,0.1065,125.9051,81.5957,0.4759,0.9219,24.1963,14.8136,81.59,0.0978,0.041,0.007,0.3504,0.0915,0.0207,0.0452,-0.0809,0.1948,0.2172,0.1114,0.0725,0.0,0.515,0.0935,0.0115,130.2852
63,1743,0.3073,0.0826,0.0002,1.0042,0.3035,0.0837,0.0787,-0.1084,1.4755,0.2379,0.4387,0.1138,0.0118,1.0,0.4505,0.0895,133.9555,74.4751,0.5609,0.9635,20.297,15.7674,74.48,0.1502,0.0772,0.0074,0.6829,0.1505,-0.0203,0.0413,-0.1148,0.6469,0.1785,0.1442,0.0909,0.0,0.8951,0.1445,0.0,114.6227
64,1249,0.3221,0.0977,0.0516,0.6781,0.3215,0.1371,0.0597,-0.0215,0.4879,0.2563,0.4958,0.1084,0.095,0.8408,0.5005,0.1365,86.2372,81.8687,0.4639,0.9094,21.4437,17.5417,81.87,0.0516,0.0297,-0.0061,0.4435,0.0475,0.0518,0.0309,-0.0117,0.2787,0.3241,0.0899,0.0652,0.0,0.6532,0.0745,0.0445,161.1818
65,1797,0.3336,0.0814,0.0249,1.0548,0.3295,0.1337,0.0656,-0.0418,1.4313,0.2538,0.5053,0.0882,0.1093,1.0,0.5075,0.1305,94.8162,76.3926,0.5317,0.9622,19.4886,17.1247,76.39,0.0953,0.039,-0.0059,0.5091,0.0915,0.0185,0.0318,-0.0762,0.311,0.2278,0.1061,0.0603,0.0,0.7314,0.0945,0.0155,152.1147
66,1966,0.3353,0.1138,0.0243,1.2193,0.3235,0.05,0.0983,-0.141,1.4029,0.2154,0.42,0.1478,0.0128,1.0,0.4395,0.0635,137.5003,88.7129,0.3926,0.885,25.2437,14.9995,88.71,0.1071,0.0823,-0.0225,0.4377,0.0675,0.0524,0.1017,-0.1243,0.2905,0.2647,0.1678,0.0844,0.0,0.4566,0.1855,0.0175,108.5983
67,2464,0.3069,0.0848,-0.0153,0.7373,0.3035,0.0939,0.0514,-0.0951,0.4139,0.2461,0.4512,0.0944,0.0207,0.8071,0.4545,0.0935,108.6851,79.4038,0.4893,0.9299,20.8761,16.9839,79.4,0.144,0.0922,-0.0034,0.7123,0.1295,0.0165,0.0795,-0.1522,0.4139,0.2054,0.1715,0.1131,0.0,0.8071,0.1575,0.0,136.8208
68,1172,0.3312,0.102,0.0321,0.7233,0.3355,0.095,0.0644,-0.0799,0.4824,0.238,0.4582,0.1308,0.0207,0.86,0.4815,0.1035,108.5445,77.7607,0.5077,0.9369,22.1215,15.8846,77.76,0.1096,0.0516,0.0136,0.6822,0.1035,-0.0009,0.0292,-0.0805,0.3005,0.1929,0.0969,0.0629,0.0,0.745,0.0905,0.0035,135.7435
69,1795,0.2771,0.067,0.0276,0.631,0.2765,0.132,0.0462,0.0018,0.6075,0.2626,0.4691,0.0765,0.1135,0.8725,0.4685,0.1285,81.7181,84.8801,0.425,0.8831,23.3893,15.8923,84.88,0.0676,0.0686,-0.0259,0.5034,0.0445,0.0899,0.0572,-0.0063,0.3527,0.3421,0.1624,0.1255,0.0,0.7267,0.1415,0.0745,161.9333
70,2454,0.4902,0.149,0.0943,1.0403,0.4845,0.1796,0.1059,-0.0322,1.4563,0.2434,0.6091,0.1279,0.0932,1.0,0.6125,0.1665,62.2087,82.1416,0.4535,0.9084,23.5035,15.0848,82.14,0.0741,0.0414,0.0252,0.7079,0.0655,0.0362,0.023,-0.0401,0.5157,0.2729,0.0805,0.0683,0.0,0.875,0.0665,0.0335,181.273
71,1836,0.3321,0.096,0.0538,0.947,0.3285,0.0738,0.0962,-0.137,1.4592,0.2273,0.4429,0.1337,0.0526,0.9925,0.4625,0.0865,131.3713,77.7617,0.504,0.9436,23.1184,15.036,77.76,0.1122,0.058,0.0105,0.5369,0.0995,0.0028,0.0402,-0.0991,0.2575,0.1977,0.1056,0.0696,0.0,0.6605,0.0945,0.0035,111.1724
72,2487,0.39,0.1086,0.0127,0.8346,0.3925,0.0513,0.0835,-0.1653,0.4102,0.2149,0.4632,0.1326,0.0157,0.8403,0.4975,0.0725,165.9414,73.3799,0.5622,0.9739,21.3485,15.3479,73.38,0.2162,0.0667,0.0081,0.501,0.2155,-0.0457,0.032,-0.1604,0.1466,0.1688,0.2162,0.0704,0.0,0.5738,0.2195,0.0,80.3182
73,1403,0.3808,0.1205,0.113,0.789,0.3745,0.1042,0.0722,-0.1407,0.4134,0.2377,0.5022,0.1264,0.1174,0.8411,0.5165,0.1115,90.7533,81.0469,0.4572,0.9154,23.4749,15.8598,81.05,0.0773,0.0671,-0.0416,0.4351,0.0445,0.1124,0.0901,-0.1082,0.2714,0.3405,0.2133,0.0677,0.0,0.5208,0.2315,0.1395,148.2734
74,2955,0.3467,0.1099,0.0031,1.0736,0.3455,0.0726,0.0819,-0.1248,1.3147,0.2268,0.4481,0.1367,0.0,1.0,0.4665,0.0785,124.1703,75.5708,0.5232,0.9606,21.2557,15.8857,75.57,0.1738,0.0717,0.0046,0.8588,0.1815,-0.0253,0.04,-0.1047,0.2952,0.1695,0.1725,0.0933,0.0,0.8212,0.1765,0.0,113.5967
75,2469,0.4276,0.119,0.1434,0.9759,0.4115,0.1079,0.0907,-0.133,0.9812,0.2333,0.5302,0.1217,0.1777,0.9786,0.5295,0.1075,104.9881,80.772,0.4568,0.903,21.1312,16.4204,80.77,0.1643,0.0711,0.0298,0.9436,0.1555,0.0204,0.0783,-0.1169,0.8636,0.2302,0.2159,0.0737,0.0085,0.959,0.2175,0.0075,132.177
76,2438,0.326,0.0901,-0.0044,0.9012,0.3135,0.0127,0.103,-0.2051,0.4519,0.1998,0.3936,0.1259,0.0,0.8446,0.3935,0.0285,222.0786,76.3915,0.5087,0.9442,24.7639,12.9862,76.39,0.1526,0.0819,-0.0069,0.5211,0.1445,-0.0206,0.0335,-0.1477,0.0999,0.1703,0.1478,0.0878,0.0,0.439,0.1425,0.0,15.1408
77,1662,0.3001,0.0852,0.0397,0.9417,0.2845,0.0261,0.0836,-0.1875,0.2173,0.2162,0.3886,0.0924,0.0128,0.7202,0.3965,0.0575,230.6664,71.1897,0.5818,0.9744,20.5963,15.0592,71.19,0.1653,0.0528,0.0478,0.358,0.1605,-0.0124,0.0454,-0.1106,0.1694,0.1789,0.1672,0.0594,0.0,0.3293,0.1685,0.0,5.8489
78,1860,0.32,0.1229,0.0279,1.3331,0.3025,0.1182,0.0881,-0.1431,1.2843,0.2502,0.4746,0.1119,0.0201,1.0,0.4815,0.1265,81.3525,78.0361,0.4758,0.9452,20.3125,15.6396,78.03,0.087,0.0747,-0.0157,0.6679,0.0625,0.0585,0.0673,-0.0924,0.278,0.2713,0.1351,0.134,0.0,0.7284,0.0685,0.0275,149.8513
79,1174,0.3728,0.1322,0.0498,1.0317,0.3715,0.0916,0.1137,-0.1082,1.521,0.2255,0.4745,0.1596,0.0444,1.0,0.4975,0.0945,101.2778,72.0112,0.5586,0.963,19.3577,15.4121,72.01,0.1514,0.0619,0.0234,0.5234,0.1595,-0.0251,0.0305,-0.1098,0.1625,0.1611,0.1376,0.0716,0.0,0.6096,0.1485,0.0,129.8298
80,2609,0.3267,0.0851,0.0502,0.9322,0.3255,0.1197,0.0485,-0.0441,0.9403,0.2517,0.4878,0.0862,0.0653,0.9683,0.4925,0.1185,92.8564,78.5823,0.4664,0.9281,21.2308,15.221,78.58,0.1,0.0723,0.0089,0.4849,0.0775,0.0499,0.0622,-0.0739,0.2225,0.2584,0.1429,0.1231,0.0,0.6538,0.1115,0.0225,136.3449
81,1950,0.2678,0.0909,0.0315,0.6185,0.2555,0.1462,0.0472,0.0253,0.4196,0.2688,0.4737,0.0946,0.1595,0.8012,0.4715,0.1435,26.4801,73.6533,0.5308,0.9562,20.1623,15.4198,73.65,0.1146,0.1051,-0.0078,0.6871,0.0525,0.0917,0.054,-0.0114,0.6187,0.3151,0.2379,0.1785,0.0,0.8993,0.1615,0.0775,202.6639
82,2718,0.3375,0.0783,0.0545,0.794,0.3275,0.0348,0.0862,-0.198,0.2841,0.2183,0.4241,0.0903,0.0581,0.7188,0.4335,0.0615,182.6472,79.6763,0.4531,0.9004,21.327,15.8557,79.68,0.0922,0.0682,-0.0245,0.6049,0.0685,0.1454,0.094,-0.1046,0.4362,0.3529,0.2372,0.0586,0.0084,0.5056,0.2465,0.1775,54.2332
83,1238,0.2965,0.0703,0.0532,0.6851,0.2965,0.1028,0.0512,-0.0746,0.3971,0.2484,0.4513,0.0965,0.0351,0.7987,0.4595,0.1035,91.4362,91.4517,0.3426,0.8473,21.6912,16.7027,91.45,0.1272,0.0934,0.009,0.9233,0.0935,0.0394,0.059,-0.073,0.9235,0.231,0.1624,0.1557,0.0,0.9708,0.0905,0.0185,136.5459
84,1607,0.3658,0.1181,0.0921,0.815,0.3645,0.1161,0.0906,-0.0999,0.5852,0.2396,0.4949,0.1453,0.1239,0.898,0.5165,0.1215,135.3282,71.7369,0.5554,0.9775,19.9395,15.9809,71.74,0.1686,0.054,0.0381,0.6385,0.1625,0.0092,0.039,-0.0793,0.3408,0.216,0.2203,0.0833,0.0129,0.7379,0.2105,0.0045,92.129
85,2367,0.3081,0.0757,0.0835,0.6679,0.3055,0.0869,0.0741,-0.086,0.3454,0.2394,0.4439,0.1148,0.1681,0.7603,0.4605,0.0995,111.907,75.8438,0.4966,0.9511,21.7153,15.1178,75.84,0.2058,0.0737,-0.0006,0.521,0.1875,0.0193,0.0568,-0.1206,0.2571,0.2213,0.2807,0.1076,0.0212,0.6283,0.2485,0.0095,117.8941
86,1875,0.3453,0.1036,0.0569,0.8899,0.3395,0.1116,0.0805,-0.0902,1.4904,0.2434,0.4859,0.1209,0.1137,1.0,0.4975,0.1135,95.8334,74.2009,0.5183,0.9632,19.7283,15.4662,74.2,0.1253,0.0632,0.0006,0.8097,0.1155,0.0463,0.0568,-0.0782,1.4904,0.2597,0.1928,0.097,0.0083,0.9926,0.1925,0.0305,131.2305
87,2450,0.4641,0.1407,0.0652,0.9409,0.4665,0.2238,0.1377,-0.0334,1.5096,0.2523,0.6254,0.1346,0.1393,1.0,0.6355,0.2025,61.313,74.4756,0.5139,0.9501,21.796,14.9936,74.48,0.0681,0.0481,0.0024,0.7584,0.0605,0.0803,0.0461,-0.015,1.0762,0.318,0.1819,0.0813,0.0,0.9724,0.1785,0.0705,165.527
88,1282,0.423,0.1282,0.0564,0.9212,0.4125,0.0402,0.0913,-0.1615,0.5711,0.208,0.473,0.1403,0.0866,0.8993,0.4915,0.0575,116.6163,76.1175,0.4914,0.9401,21.413,15.8104,76.12,0.1412,0.0647,0.0329,0.5062,0.1205,0.0237,0.0915,-0.1615,0.4175,0.2062,0.1586,0.0783,0.0,0.5924,0.1605,0.0,110.0431
89,2534,0.2885,0.064,0.0715,0.4861,0.2865,0.1236,0.0442,-0.0185,0.3408,0.2583,0.4737,0.0736,0.1322,0.6855,0.4765,0.1275,84.3003,72.5566,0.5398,0.9382,19.4137,16.7606,72.56,0.0921,0.0627,-0.0018,0.36,0.0685,0.0427,0.0495,-0.0459,0.2324,0.246,0.1304,0.134,0.0,0.5707,0.0625,0.0235,141.8459
90,2603,0.3136,0.1057,0.0828,1.0843,0.3005,0.0529,0.0864,-0.1324,1.3227,0.2172,0.4061,0.1466,0.0854,1.0,0.4275,0.0675,153.2657,73.3804,0.5249,0.9455,22.4779,14.1342,73.38,0.1681,0.0592,0.0163,0.3654,0.1795,-0.035,0.031,-0.1201,0.0486,0.159,0.1595,0.0689,0.0,0.4465,0.1745,0.0,71.6428
91,1570,0.426,0.1229,0.0936,0.8528,0.4165,0.1675,0.0494,0.0088,0.5423,0.251,0.5828,0.0906,0.1752,0.8718,0.5835,0.1665,67.3241,74.75,0.5056,0.9505,20.5313,15.2154,74.75,0.0947,0.0523,0.0191,0.5021,0.0805,0.0329,0.0469,-0.0564,0.3213,0.2322,0.1094,0.1007,0.0083,0.7159,0.0695,0.0195,157.4905
